Timestamp,Source IP,Destination IP,Source Port,Destination Port,Label,Explanation,Flow Packets/s,Flow Bytes/s,SYN Count,ICMP Count,HTTP Count
2025-11-25 10:23:20,10.255.142.206,10.255.142.76,56033,53,Normal,,5.636803301380922,464.09680514702916,0,0,0
2025-11-25 10:23:20,10.255.142.206,10.255.142.76,49693,53,Normal,,6.105930359006759,517.4775979258228,0,0,0
2025-11-25 10:23:20,10.255.142.206,10.255.142.76,57898,53,Normal,,4.553970519683945,406.8213664250991,0,0,0
2025-11-25 10:23:20,10.255.142.76,10.255.142.206,53,56033,Normal,,5.308477296323781,727.261389596358,0,0,0
2025-11-25 10:23:20,10.255.142.76,10.255.142.206,53,57898,Normal,,5.1101502353252215,890.8695243583636,0,0,0
2025-11-25 10:23:20,10.255.142.76,10.255.142.206,53,49693,Normal,,6.943614125936178,1164.7912696257938,0,0,0
2025-11-25 10:23:23,10.255.142.206,104.208.16.91,50224,443,Normal,,7.385215081560582,2405.5659670210516,1,0,0
2025-11-25 10:23:23,104.208.16.91,10.255.142.206,443,50224,Normal,,6.619022075723733,3467.765838399625,1,0,0
2025-11-25 10:23:27,10.255.142.206,34.107.243.93,50176,443,Normal,,23.776728102435463,1658.4267851448735,0,0,0
2025-11-25 10:23:55,10.255.142.206,10.255.142.76,56033,53,Normal,,10.510630780083373,835.5951470166281,0,0,0
2025-11-25 10:23:55,10.255.142.76,10.255.142.206,53,56033,Normal,,74.10889365950192,8893.06723914023,0,0,0
2025-11-25 10:24:11,10.255.142.206,20.42.65.93,50181,443,Normal,,9.751184324220299,7450.988288629222,0,0,0
2025-11-25 10:24:11,20.42.65.93,10.255.142.206,443,50181,Normal,,7.603676164573291,561.5857967263416,0,0,0
2025-11-25 10:24:15,10.255.142.206,20.42.65.93,50181,443,Normal,,8.513738674163518,5103.986335161029,0,0,0
2025-11-25 10:28:06,10.255.142.206,20.189.173.6,50298,443,Normal,,6.062936058151398,2139.6101349216283,1,0,0
2025-11-25 10:28:06,20.189.173.6,10.255.142.206,443,50298,Normal,,7.671964240668773,4020.8067134050434,1,0,0
2025-11-25 10:28:10,10.255.142.206,20.189.173.6,50292,443,Normal,,7.961384201005636,4842.511940261677,0,0,0
2025-11-25 10:28:12,20.189.173.6,10.255.142.206,443,50292,Normal,,5.920425870884598,560.4669824437419,0,0,0
2025-11-25 10:28:14,10.255.142.206,20.189.173.6,50292,443,Normal,,4.9819666235992575,2980.4615325682557,0,0,0
2025-11-25 10:28:14,20.189.173.6,10.255.142.206,443,50292,Normal,,9.417480276890675,822.4599441817857,0,0,0
2025-11-25 10:28:16,10.255.142.206,20.189.173.6,50292,443,Normal,,6.998213449227628,4247.91556368117,0,0,0
2025-11-25 10:28:18,20.189.173.6,10.255.142.206,443,50292,Normal,,2.7121870670773407,254.94558430527002,0,0,0
2025-11-25 10:28:18,10.255.142.206,20.189.173.6,50292,443,Normal,,8.951247620429731,5355.083888922087,0,0,0
2025-11-25 10:28:20,10.255.142.206,20.189.173.6,50292,443,Normal,,14.090086256610897,10661.498600835579,0,0,0
2025-11-25 10:28:24,10.255.142.206,20.189.173.6,50292,443,Normal,,6.681876365571236,4055.8989539017402,0,0,0
2025-11-25 10:28:26,20.189.173.6,10.255.142.206,443,50292,Normal,,5.988269895205733,522.9755708479674,0,0,0
2025-11-25 10:28:28,10.255.142.206,20.189.173.6,50292,443,Normal,,9.171962376686885,5487.126491852929,0,0,0
2025-11-25 10:42:38,10.255.142.206,34.107.243.93,50565,443,Normal,,23.991991808764393,1763.411397944183,0,0,0
2025-11-25 10:42:40,10.255.142.206,20.189.173.18,50610,443,Normal,,9.055117141277439,3195.5508391568083,1,0,0
2025-11-25 10:42:42,20.189.173.18,10.255.142.206,443,50610,Normal,,10.106947031203655,5296.959057717188,1,0,0
2025-11-25 10:42:42,10.255.142.206,20.189.173.18,50607,443,Normal,,16.314234343563996,9923.133039472801,0,0,0
2025-11-25 10:42:42,20.189.173.18,10.255.142.206,443,50607,Normal,,10.35141587431123,904.0236530231808,0,0,0
2025-11-25 10:42:44,10.255.142.206,20.189.173.18,50607,443,Normal,,12.045233840518476,7206.061145090179,0,0,0
2025-11-25 10:42:46,10.255.142.206,20.189.173.18,50607,443,Normal,,18.05720714773634,13663.286741787164,0,0,0
2025-11-25 10:42:50,10.255.142.206,20.189.173.18,50607,443,Normal,,14.31718073703901,8690.528707382678,0,0,0
2025-11-25 10:42:50,20.189.173.18,10.255.142.206,443,50607,Normal,,9.534047539489327,832.6401517820678,0,0,0
2025-11-25 10:42:54,10.255.142.206,20.189.173.18,50607,443,Normal,,12.005034650790869,7182.011979835637,0,0,0
2025-12-05 08:56:37,192.168.137.83,192.168.137.255,57621,57621,DoS,"pps=10000.0, bytes/s=860000",10000.0,860000.0,0,0,0
2025-12-05 08:56:39,192.168.137.175,142.250.183.99,63651,443,DoS,"pps=2031.6, bytes/s=111740",2031.631872124001,111739.75296682006,0,0,0
2025-12-05 08:56:39,142.250.183.99,192.168.137.175,443,63651,DoS,"pps=10000.0, bytes/s=660000",10000.0,660000.0,0,0,0
2025-12-05 08:56:41,192.168.137.175,172.64.148.235,17161,443,DoS,"pps=2004.9, bytes/s=164404",2004.925430210325,164403.88527724665,0,0,0
2025-12-05 08:56:45,192.168.137.175,142.251.12.188,49786,443,DoS,"pps=20000.0, bytes/s=1100000",20000.0,1100000.0,0,0,0
2025-12-05 08:56:45,142.251.12.188,192.168.137.175,443,49786,DoS,"pps=10000.0, bytes/s=660000",10000.0,660000.0,0,0,0
2025-12-05 08:56:45,192.168.137.175,13.107.137.11,49788,443,DoS,"pps=2667.1, bytes/s=160024",2667.0719338685317,160024.3160321119,0,0,0
2025-12-05 08:56:47,192.168.137.175,192.168.137.1,62708,53,DoS,"pps=1633.3, bytes/s=130664",1633.2959501557632,130663.67601246106,0,0,0
2025-12-05 08:56:47,192.168.137.1,192.168.137.175,53,62708,DoS,"pps=10000.0, bytes/s=1160000",10000.0,1160000.0,0,0,0
2025-12-05 08:56:47,192.168.137.175,142.250.183.35,54907,443,DoS,"pps=1879.2, bytes/s=103354",1879.168458781362,103354.26523297491,0,0,0
2025-12-05 08:56:47,142.250.183.35,192.168.137.175,443,54907,DoS,"pps=10000.0, bytes/s=660000",10000.0,660000.0,0,0,0
2025-12-05 08:56:47,192.168.137.175,142.251.10.84,55588,443,DoS,"pps=1999.2, bytes/s=109956",1999.1916110581506,109955.53860819829,0,0,0
2025-12-05 08:56:47,142.251.10.84,192.168.137.175,443,55588,DoS,"pps=10000.0, bytes/s=660000",10000.0,660000.0,0,0,0
2025-12-05 08:56:47,192.168.137.175,142.250.70.78,11778,443,DoS,"pps=20000.0, bytes/s=1100000",20000.0,1100000.0,0,0,0
2025-12-05 08:56:47,142.250.70.78,192.168.137.175,443,11778,DoS,"pps=10000.0, bytes/s=660000",10000.0,660000.0,0,0,0
2025-12-05 09:23:37,192.168.137.175,104.18.39.21,48796,443,DoS,"pps=10000.0, bytes/s=820000",10000.0,820000.0,0,0,0
2025-12-05 09:23:39,192.168.137.83,192.168.137.255,57621,57621,DoS,"pps=10000.0, bytes/s=860000",10000.0,860000.0,0,0,0
2025-12-05 09:23:39,192.168.137.175,192.178.173.94,9630,443,DoS,"pps=10000.0, bytes/s=550000",10000.0,550000.0,0,0,0
2025-12-05 09:23:39,192.178.173.94,192.168.137.175,443,9630,DoS,"pps=10000.0, bytes/s=660000",10000.0,660000.0,0,0,0
2025-12-05 09:23:39,192.168.137.175,192.168.137.1,57050,53,DoS,"pps=10000.0, bytes/s=830000",10000.0,830000.0,0,0,0
2025-12-05 09:23:39,192.168.137.1,192.168.137.175,53,57050,DoS,"pps=10000.0, bytes/s=3320000",10000.0,3320000.0,0,0,0
2025-12-05 09:23:47,192.168.137.175,192.178.174.94,7295,443,DoS,"pps=10000.0, bytes/s=550000",10000.0,550000.0,0,0,0
2025-12-05 09:23:47,192.178.174.94,192.168.137.175,443,7295,DoS,"pps=10000.0, bytes/s=660000",10000.0,660000.0,0,0,0
